cornflower_blue,"""Cornflower Blue""",#000000,100,149,237
cornsilk,"""Cornsilk""",#000000,255,248,220
cosmic_latte,"""Cosmic Latte""",#000000,255,248,231
cotton_candy,"""Cotton Candy""",#000000,255,188,217
cream,"""Cream""",#000000,255,253,208
crimson,"""Crimson""",#000000,220,20,60
crimson_glory,"""Crimson Glory""",#000000,190,0,50
cyan_(process),"""Cyan (Process)""",#000000,0,183,235
daffodil,"""Daffodil""",#000000,255,255,49
dandelion,"""Dandelion""",#000000,240,225,48
dark_blue,"""Dark Blue""",#000000,0,0,139
dark_brown,"""Dark Brown""",#000000,101,67,33
dark_byzantium,"""Dark Byzantium""",#000000,93,57,84
dark_candy_apple_red,"""Dark Candy Apple Red""",#000000,164,0,0
dark_cerulean,"""Dark Cerulean""",#000000,8,69,126
dark_chestnut,"""Dark Chestnut""",#000000,152,105,96
dark_coral,"""Dark Coral""",#000000,205,91,69
dark_cyan,"""Dark Cyan""",#000000,0,139,139
dark_electric_blue,"""Dark Electric Blue""",#000000,83,104,120
dark_goldenrod,"""Dark Goldenrod""",#000000,184,134,11
dark_gray,"""Dark Gray""",#000000,169,169,169
dark_green,"""Dark Green""",#000000,1,50,32
dark_imperial_blue,"""Dark Imperial Blue""",#000000,0,65,106
dark_jungle_green,"""Dark Jungle Green""",#000000,26,36,33
dark_khaki,"""Dark Khaki""",#000000,189,183,107
dark_lava,"""Dark Lava""",#000000,72,60,50
dark_lavender,"""Dark Lavender""",#000000,115,79,150
dark_magenta,"""Dark Magenta""",#000000,139,0,139
dark_midnight_blue,"""Dark Midnight Blue""",#000000,0,51,102
dark_olive_green,"""Dark Olive Green""",#000000,85,107,47
dark_orange,"""Dark Orange""",#000000,255,140,0
dark_orchid,"""Dark Orchid""",#000000,153,50,204
dark_pastel_blue,"""Dark Pastel Blue""",#000000,119,158,203
dark_pastel_green,"""Dark Pastel Green""",#000000,3,192,60
dark_pastel_purple,"""Dark Pastel Purple""",#000000,150,111,214
dark_pastel_red,"""Dark Pastel Red""",#000000,194,59,34
dark_pink,"""Dark Pink""",#000000,231,84,128
dark_powder_blue,"""Dark Powder Blue""",#000000,0,51,153
dark_raspberry,"""Dark Raspberry""",#000000,135,38,87
dark_red,"""Dark Red""",#000000,139,0,0
dark_salmon,"""Dark Salmon""",#000000,233,150,122
dark_scarlet,"""Dark Scarlet""",#000000,86,3,25
dark_sea_green,"""Dark Sea Green""",#000000,143,188,143
dark_sienna,"""Dark Sienna""",#000000,60,20,20
dark_slate_blue,"""Dark Slate Blue""",#000000,72,61,139
dark_slate_gray,"""Dark Slate Gray""",#000000,47,79,79
dark_spring_green,"""Dark Spring Green""",#000000,23,114,69
dark_tan,"""Dark Tan""",#000000,145,129,81
dark_tangerine,"""Dark Tangerine""",#000000,255,168,18
dark_terra_cotta,"""Dark Terra Cotta""",#000000,204,78,92
dark_turquoise,"""Dark Turquoise""",#000000,0,206,209
dark_violet,"""Dark Violet""",#000000,148,0,211
dark_yellow,"""Dark Yellow""",#000000,155,135,12
dartmouth_green,"""Dartmouth Green""",#000000,0,112,60
davy's_grey,"""Davy'S Grey""",#000000,85,85,85
debian_red,"""Debian Red""",#000000,215,10,83
deep_carmine,"""Deep Carmine""",#000000,169,32,62
deep_carmine_pink,"""Deep Carmine Pink""",#000000,239,48,56
deep_carrot_orange,"""Deep Carrot Orange""",#000000,233,105,44
deep_cerise,"""Deep Cerise""",#000000,218,50,135
deep_chestnut,"""Deep Chestnut""",#000000,185,78,72
deep_coffee,"""Deep Coffee""",#000000,112,66,65
deep_fuchsia,"""Deep Fuchsia""",#000000,193,84,193
deep_jungle_green,"""Deep Jungle Green""",#000000,0,75,73
deep_lilac,"""Deep Lilac""",#000000,153,85,187
deep_magenta,"""Deep Magenta""",#000000,204,0,204
deep_peach,"""Deep Peach""",#000000,255,203,164
deep_pink,"""Deep Pink""",#000000,255,20,147
deep_ruby,"""Deep Ruby""",#000000,132,63,91
deep_saffron,"""Deep Saffron""",#000000,255,153,51
deep_tuscan_red,"""Deep Tuscan Red""",#000000,102,66,77
denim,"""Denim""",#000000,21,96,189
desert_sand,"""Desert Sand""",#000000,237,201,175
dim_gray,"""Dim Gray""",#000000,105,105,105
dodger_blue,"""Dodger Blue""",#000000,30,144,255
dogwood_rose,"""Dogwood Rose""",#000000,215,24,104
dollar_bill,"""Dollar Bill""",#000000,133,187,101
drab,"""Drab""",#000000,150,113,23
duke_blue,"""Duke Blue""",#000000,0,0,156
earth_yellow,"""Earth Yellow""",#000000,225,169,95
ebony,"""Ebony""",#000000,85,93,80
ecru,"""Ecru""",#000000,194,178,128
eggplant,"""Eggplant""",#000000,97,64,81
eggshell,"""Eggshell""",#000000,240,234,214
egyptian_blue,"""Egyptian Blue""",#000000,16,52,166
electric_blue,"""Electric Blue""",#000000,125,249,255
electric_crimson,"""Electric Crimson""",#000000,255,0,63
electric_green,"""Electric Green""",#000000,0,255,0
electric_indigo,"""Electric Indigo""",#000000,111,0,255
electric_lime,"""Electric Lime""",#000000,204,255,0
electric_purple,"""Electric Purple""",#000000,191,0,255
electric_ultramarine,"""Electric Ultramarine""",#000000,63,0,255
electric_violet,"""Electric Violet""",#000000,143,0,255
electric_yellow,"""Electric Yellow""",#000000,255,255,0
emerald,"""Emerald""",#000000,80,200,120
english_lavender,"""English Lavender""",#000000,180,131,149
eton_blue,"""Eton Blue""",#000000,150,200,162
falu_red,"""Falu Red""",#000000,128,24,24
fandango,"""Fandango""",#000000,181,51,137
fashion_fuchsia,"""Fashion Fuchsia""",#000000,244,0,161
fawn,"""Fawn""",#000000,229,170,112
feldgrau,"""Feldgrau""",#000000,77,93,83
fern_green,"""Fern Green""",#000000,79,121,66
ferrari_red,"""Ferrari Red""",#000000,255,40,0
field_drab,"""Field Drab""",#000000,108,84,30
fire_engine_red,"""Fire Engine Red""",#000000,206,32,41
firebrick,"""Firebrick""",#000000,178,34,34
flame,"""Flame""",#000000,226,88,34
flamingo_pink,"""Flamingo Pink""",#000000,252,142,172
flavescent,"""Flavescent""",#000000,247,233,142
flax,"""Flax""",#000000,238,220,130
floral_white,"""Floral White""",#000000,255,250,240
folly,"""Folly""",#000000,255,0,79
forest_green_(traditional),"""Forest Green (Traditional)""",#000000,1,68,33
forest_green_(web),"""Forest Green (Web)""",#000000,34,139,34
french_blue,"""French Blue""",#000000,0,114,187
french_lilac,"""French Lilac""",#000000,134,96,142
french_raspberry,"""French Raspberry""",#000000,199,44,72
french_rose,"""French Rose""",#000000,246,74,138
fuchsia,"""Fuchsia""",#000000,255,0,255
fuchsia_pink,"""Fuchsia Pink""",#000000,255,119,255
fuchsia_rose,"""Fuchsia Rose""",#000000,199,67,117
fulvous,"""Fulvous""",#000000,228,132,0
fuzzy_wuzzy,"""Fuzzy Wuzzy""",#000000,204,102,102
gainsboro,"""Gainsboro""",#000000,220,220,220
gamboge,"""Gamboge""",#000000,228,155,15
ghost_white,"""Ghost White""",#000000,248,248,255
ginger,"""Ginger""",#000000,176,101,0
glaucous,"""Glaucous""",#000000,96,130,182
glitter,"""Glitter""",#000000,230,232,250
gold_(metallic),"""Gold (Metallic)""",#000000,212,175,55
gold_(web)_(golden),"""Gold (Web) (Golden)""",#000000,255,215,0
golden_brown,"""Golden Brown""",#000000,153,101,21
golden_poppy,"""Golden Poppy""",#000000,252,194,0
golden_yellow,"""Golden Yellow""",#000000,255,223,0
goldenrod,"""Goldenrod""",#000000,218,165,32
granny_smith_apple,"""Granny Smith Apple""",#000000,168,228,160
gray,"""Gray""",#000000,128,128,128
gray-asparagus,"""Gray-Asparagus""",#000000,70,89,69
gray_(x11_gray),"""Gray (X11 Gray)""",#000000,190,190,190
green_(crayola),"""Green (Crayola)""",#000000,28,172,120
green_(munsell),"""Green (Munsell)""",#000000,0,168,119
green_(ncs),"""Green (Ncs)""",#000000,0,159,107
green_(pigment),"""Green (Pigment)""",#000000,0,165,80
green_(ryb),"""Green (Ryb)""",#000000,102,176,50
green-yellow,"""Green-Yellow""",#000000,173,255,47
grullo,"""Grullo""",#000000,169,154,134
guppie_green,"""Guppie Green""",#000000,0,255,127
halayà_úbe,"""Halayà úBe""",#000000,102,56,84
han_blue,"""Han Blue""",#000000,68,108,207
han_purple,"""Han Purple""",#000000,82,24,250
harlequin,"""Harlequin""",#000000,63,255,0
harvard_crimson,"""Harvard Crimson""",#000000,201,0,22
harvest_gold,"""Harvest Gold""",#000000,218,145,0
heart_gold,"""Heart Gold""",#000000,128,128,0
heliotrope,"""Heliotrope""",#000000,223,115,255
honeydew,"""Honeydew""",#000000,240,255,240
honolulu_blue,"""Honolulu Blue""",#000000,0,127,191
hooker's_green,"""Hooker'S Green""",#000000,73,121,107
hot_magenta,"""Hot Magenta""",#000000,255,29,206
hot_pink,"""Hot Pink""",#000000,255,105,180
hunter_green,"""Hunter Green""",#000000,53,94,59
iceberg,"""Iceberg""",#000000,113,166,210
icterine,"""Icterine""",#000000,252,247,94
imperial_blue,"""Imperial Blue""",#000000,0,35,149
inchworm,"""Inchworm""",#000000,178,236,93
india_green,"""India Green""",#000000,19,136,8
indian_yellow,"""Indian Yellow""",#000000,227,168,87
indigo_(web),"""Indigo (Web)""",#000000,75,0,130
international_klein_blue,"""International Klein Blue""",#000000,0,47,167
international_orange_(aerospace),"""International Orange (Aerospace)""",#000000,255,79,0
international_orange_(engineering),"""International Orange (Engineering)""",#000000,186,22,12
international_orange_(golden_gate_bridge),"""International Orange (Golden Gate Bridge)""",#000000,192,54,44
iris,"""Iris""",#000000,90,79,207
isabelline,"""Isabelline""",#000000,244,240,236
islamic_green,"""Islamic Green""",#000000,0,144,0
ivory,"""Ivory""",#000000,255,255,240
jade,"""Jade""",#000000,0,168,107
jasmine,"""Jasmine""",#000000,248,222,126
jasper,"""Jasper""",#000000,215,59,62
jazzberry_jam,"""Jazzberry Jam""",#000000,165,11,94
jet,"""Jet""",#000000,52,52,52
jonquil,"""Jonquil""",#000000,250,218,94
june_bud,"""June Bud""",#000000,189,218,87
jungle_green,"""Jungle Green""",#000000,41,171,135
kelly_green,"""Kelly Green""",#000000,76,187,23
kenyan_copper,"""Kenyan Copper""",#000000,124,28,5
khaki_(html_css)_(khaki),"""Khaki (Html/Css) (Khaki)""",#000000,195,176,145
khaki_(x11)_(light_khaki),"""Khaki (X11) (Light Khaki)""",#000000,240,230,140
ku_crimson,"""Ku Crimson""",#000000,232,0,13
la_salle_green,"""La Salle Green""",#000000,8,120,48
languid_lavender,"""Languid Lavender""",#000000,214,202,221
lapis_lazuli,"""Lapis Lazuli""",#000000,38,97,156
laser_lemon,"""Laser Lemon""",#000000,254,254,34
laurel_green,"""Laurel Green""",#000000,169,186,157
lava,"""Lava""",#000000,207,16,32
lavender_blue,"""Lavender Blue""",#000000,204,204,255
lavender_blush,"""Lavender Blush""",#000000,255,240,245
lavender_(floral),"""Lavender (Floral)""",#000000,181,126,220
lavender_gray,"""Lavender Gray""",#000000,196,195,208
lavender_indigo,"""Lavender Indigo""",#000000,148,87,235
lavender_magenta,"""Lavender Magenta""",#000000,238,130,238
lavender_mist,"""Lavender Mist""",#000000,230,230,250
lavender_pink,"""Lavender Pink""",#000000,251,174,210
lavender_purple,"""Lavender Purple""",#000000,150,123,182
lavender_rose,"""Lavender Rose""",#000000,251,160,227
lawn_green,"""Lawn Green""",#000000,124,252,0
lemon,"""Lemon""",#000000,255,247,0
lemon_chiffon,"""Lemon Chiffon""",#000000,255,250,205
lemon_lime,"""Lemon Lime""",#000000,227,255,0
licorice,"""Licorice""",#000000,26,17,16
light_apricot,"""Light Apricot""",#000000,253,213,177
light_blue,"""Light Blue""",#000000,173,216,230
light_brown,"""Light Brown""",#000000,181,101,29
light_carmine_pink,"""Light Carmine Pink""",#000000,230,103,113
light_coral,"""Light Coral""",#000000,240,128,128
light_cornflower_blue,"""Light Cornflower Blue""",#000000,147,204,234
light_crimson,"""Light Crimson""",#000000,245,105,145
light_cyan,"""Light Cyan""",#000000,224,255,255
light_fuchsia_pink,"""Light Fuchsia Pink""",#000000,249,132,239
light_goldenrod_yellow,"""Light Goldenrod Yellow""",#000000,250,250,210
light_gray,"""Light Gray""",#000000,211,211,211
light_green,"""Light Green""",#000000,144,238,144
light_pastel_purple,"""Light Pastel Purple""",#000000,177,156,217
light_pink,"""Light Pink""",#000000,255,182,193
light_salmon,"""Light Salmon""",#000000,255,160,122
light_salmon_pink,"""Light Salmon Pink""",#000000,255,153,153
light_sea_green,"""Light Sea Green""",#000000,32,178,170
light_sky_blue,"""Light Sky Blue""",#000000,135,206,250
light_slate_gray,"""Light Slate Gray""",#000000,119,136,153
light_taupe,"""Light Taupe""",#000000,179,139,109
light_yellow,"""Light Yellow""",#000000,255,255,224
lilac,"""Lilac""",#000000,200,162,200
lime_(color_wheel),"""Lime (Color Wheel)""",#000000,191,255,0
lime_green,"""Lime Green""",#000000,50,205,50
limerick,"""Limerick""",#000000,157,194,9
lincoln_green,"""Lincoln Green""",#000000,25,89,5
linen,"""Linen""",#000000,250,240,230
little_boy_blue,"""Little Boy Blue""",#000000,108,160,220
liver,"""Liver""",#000000,83,75,79
lust,"""Lust""",#000000,230,32,32
magenta_(dye),"""Magenta (Dye)""",#000000,202,31,123
magenta_(process),"""Magenta (Process)""",#000000,255,0,144
magic_mint,"""Magic Mint""",#000000,170,240,209
magnolia,"""Magnolia""",#000000,248,244,255
mahogany,"""Mahogany""",#000000,192,64,0
majorelle_blue,"""Majorelle Blue""",#000000,96,80,220
malachite,"""Malachite""",#000000,11,218,81
manatee,"""Manatee""",#000000,151,154,170
mango_tango,"""Mango Tango""",#000000,255,130,67
mantis,"""Mantis""",#000000,116,195,101
mardi_gras,"""Mardi Gras""",#000000,136,0,133
maroon_(html_css),"""Maroon (Html/Css)""",#000000,128,0,0
maroon_(x11),"""Maroon (X11)""",#000000,176,48,96
mauve,"""Mauve""",#000000,224,176,255
mauve_taupe,"""Mauve Taupe""",#000000,145,95,109
mauvelous,"""Mauvelous""",#000000,239,152,170
maya_blue,"""Maya Blue""",#000000,115,194,251
meat_brown,"""Meat Brown""",#000000,229,183,59
medium_aquamarine,"""Medium Aquamarine""",#000000,102,221,170
medium_blue,"""Medium Blue""",#000000,0,0,205
medium_candy_apple_red,"""Medium Candy Apple Red""",#000000,226,6,44
medium_carmine,"""Medium Carmine""",#000000,175,64,53
medium_champagne,"""Medium Champagne""",#000000,243,229,171
medium_electric_blue,"""Medium Electric Blue""",#000000,3,80,150
medium_jungle_green,"""Medium Jungle Green""",#000000,28,53,45
medium_lavender_magenta,"""Medium Lavender Magenta""",#000000,221,160,221
medium_orchid,"""Medium Orchid""",#000000,186,85,211
medium_persian_blue,"""Medium Persian Blue""",#000000,0,103,165
medium_purple,"""Medium Purple""",#000000,147,112,219
medium_red-violet,"""Medium Red-Violet""",#000000,187,51,133
medium_ruby,"""Medium Ruby""",#000000,170,64,105
medium_sea_green,"""Medium Sea Green""",#000000,60,179,113
medium_slate_blue,"""Medium Slate Blue""",#000000,123,104,238
medium_spring_bud,"""Medium Spring Bud""",#000000,201,220,135
medium_spring_green,"""Medium Spring Green""",#000000,0,250,154
medium_taupe,"""Medium Taupe""",#000000,103,76,71
medium_turquoise,"""Medium Turquoise""",#000000,72,209,204
medium_vermilion,"""Medium Vermilion""",#000000,217,96,59
medium_violet-red,"""Medium Violet-Red""",#000000,199,21,133
mellow_apricot,"""Mellow Apricot""",#000000,248,184,120
melon,"""Melon""",#000000,253,188,180
midnight_blue,"""Midnight Blue""",#000000,25,25,112
midnight_green_(eagle_green),"""Midnight Green (Eagle Green)""",#000000,0,73,83
mikado_yellow,"""Mikado Yellow""",#000000,255,196,12
mint,"""Mint""",#000000,62,180,137
mint_cream,"""Mint Cream""",#000000,245,255,250
mint_green,"""Mint Green""",#000000,152,255,152
misty_rose,"""Misty Rose""",#000000,255,228,225
moonstone_blue,"""Moonstone Blue""",#000000,115,169,194
mordant_red_19,"""Mordant Red 19""",#000000,174,12,0
moss_green,"""Moss Green""",#000000,173,223,173
mountain_meadow,"""Mountain Meadow""",#000000,48,186,143
mountbatten_pink,"""Mountbatten Pink""",#000000,153,122,141
msu_green,"""Msu Green""",#000000,24,69,59
mulberry,"""Mulberry""",#000000,197,75,140
mustard,"""Mustard""",#000000,255,219,88
myrtle,"""Myrtle""",#000000,33,66,30
nadeshiko_pink,"""Nadeshiko Pink""",#000000,246,173,198
napier_green,"""Napier Green""",#000000,42,128,0
navajo_white,"""Navajo White""",#000000,255,222,173
navy_blue,"""Navy Blue""",#000000,0,0,128
neon_carrot,"""Neon Carrot""",#000000,255,163,67
neon_fuchsia,"""Neon Fuchsia""",#000000,254,65,100
neon_green,"""Neon Green""",#000000,57,255,20
new_york_pink,"""New York Pink""",#000000,215,131,127
non-photo_blue,"""Non-Photo Blue""",#000000,164,221,237
north_texas_green,"""North Texas Green""",#000000,5,144,51
ocean_boat_blue,"""Ocean Boat Blue""",#000000,0,119,190
ochre,"""Ochre""",#000000,204,119,34
old_gold,"""Old Gold""",#000000,207,181,59
old_lace,"""Old Lace""",#000000,253,245,230
old_lavender,"""Old Lavender""",#000000,121,104,120
old_mauve,"""Old Mauve""",#000000,103,49,71
old_rose,"""Old Rose""",#000000,192,128,129
olive_drab_#7,"""Olive Drab #7""",#000000,60,52,31
olive_drab_(web)_(olive_drab_#3),"""Olive Drab (Web) (Olive Drab #3)""",#000000,107,142,35
olivine,"""Olivine""",#000000,154,185,115
onyx,"""Onyx""",#000000,53,56,57
opera_mauve,"""Opera Mauve""",#000000,183,132,167
orange_(color_wheel),"""Orange (Color Wheel)""",#000000,255,127,0
orange_peel,"""Orange Peel""",#000000,255,159,0
orange-red,"""Orange-Red""",#000000,255,69,0
orange_(ryb),"""Orange (Ryb)""",#000000,251,153,2
orange_(web_color),"""Orange (Web Color)""",#000000,255,165,0
orchid,"""Orchid""",#000000,218,112,214
ou_crimson_red,"""Ou Crimson Red""",#000000,153,0,0
outer_space,"""Outer Space""",#000000,65,74,76
outrageous_orange,"""Outrageous Orange""",#000000,255,110,74
oxford_blue,"""Oxford Blue""",#000000,0,33,71
